UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Cluster,UMAP_1,UMAP_2
1007633,No,227.0,Laptop,15478.0,2,2,Beach,56.0,4559,1,No,29,No,1,0.0,10.0,1,14.586778,5.8184795
1007634,No,424.0,Tab,5154.0,20,2,Trekking,44.0,5420,3,Yes,29,No,4,1.0,12.0,0,3.2766435,9.376707
1007635,No,204.0,Laptop,17371.0,11,2,Historical site,71.0,4748,1,Yes,24,No,3,1.0,5.0,0,6.8035207,9.057961
1007636,No,290.0,Tab,48025.0,1,3,Beach,47.0,2123,1,No,22,No,2,0.0,17.0,1,15.309706,4.836384
1007637,Yes,342.0,Laptop,32210.0,24,3,Beach,53.0,3173,3,Yes,27,Yes,4,1.0,19.0,0,7.1126413,9.460205
1007638,No,289.0,Tab,24089.0,23,4,Beach,93.0,5748,9,No,19,No,2,1.0,10.0,4,8.465325,8.96921
1007639,Yes,200.0,Tab,50724.0,16,4,Historical site,52.0,2384,2,Yes,21,No,4,1.0,5.0,0,4.881098,9.636801
1007640,No,220.0,Tab,39105.0,8,2,Beach,72.0,3314,1,No,28,Yes,4,0.0,5.0,0,12.51835,0.9198541
1007641,No,372.0,Laptop,22266.0,10,4,Beach,41.0,18668,9,Yes,17,No,4,0.0,22.0,3,6.391082,1.2427524
1007642,No,278.0,Tab,17719.0,3,3,Trekking,41.0,4497,4,No,23,No,4,0.0,10.0,0,12.4566765,3.4426358
1007643,No,238.0,Laptop,15552.0,5,3,Big Cities,87.0,2798,1,No,21,No,3,1.0,2.0,0,6.6193147,8.655843
1007644,Yes,200.0,Tab,33253.0,4,4,Big Cities,52.0,5835,1,Yes,19,No,2,0.0,8.0,1,15.271302,5.042974
1007645,No,287.0,Laptop,31118.0,9,3,Historical site,65.0,2337,1,Yes,16,No,3,3.0,4.0,6,3.1252806,13.014197
1007646,No,323.0,Laptop,19434.0,26,3,Big Cities,88.0,13536,5,No,25,No,4,1.0,23.0,3,7.163727,5.977813
1007647,Yes,144.0,Tab,8055.0,3,3,Beach,58.0,1426,1,No,19,No,3,0.0,0.0,0,15.075013,2.826157
1007648,No,275.0,Tab,43128.0,16,3,Big Cities,105.0,8027,0,No,26,No,3,2.0,12.0,6,4.274701,11.533241
1007649,No,275.0,Laptop,19819.0,18,4,Beach,92.0,3697,4,No,29,No,4,2.0,4.0,6,3.4338632,10.910623
1007650,No,394.0,Tab,45580.0,2,3,Historical site,89.0,5494,5,No,23,No,4,1.0,13.0,4,5.897209,6.9052343
1007651,No,311.0,Tab,11700.0,2,4,Beach,98.0,16023,1,No,27,No,2,0.0,22.0,3,7.5306387,1.7226213
1007652,No,140.0,Tab,28430.0,10,3,Historical site,78.0,1210,1,No,23,No,1,0.0,0.0,1,15.455829,5.646771
1007653,No,214.0,Tab,51664.0,16,2,Historical site,73.0,5664,0,No,27,No,3,0.0,9.0,0,12.699292,0.71403253
1007654,No,238.0,Tab,7640.0,7,3,Trekking,110.0,6941,4,No,14,No,2,1.0,10.0,1,8.81465,8.613965
1007655,No,296.0,Tab,39627.0,1,3,Historical site,51.0,9619,0,No,27,No,1,3.0,19.0,6,4.0031476,14.197486
1007656,No,278.0,Mobile,38686.0,24,4,Beach,50.0,5677,7,No,21,No,3,1.0,11.0,4,7.2544217,10.463338
1007657,No,247.0,Tab,31719.0,7,3,Beach,102.0,5491,1,No,18,No,3,1.0,13.0,0,6.3836856,8.291411
1007658,No,288.0,Tab,29726.0,25,2,Beach,90.0,12065,3,No,26,No,3,1.0,19.0,3,6.9320745,6.258024
1007659,No,446.0,Mobile,13655.0,1,4,Beach,35.0,5669,2,Yes,18,No,4,1.0,12.0,0,3.2814333,9.364061
1007660,No,243.0,Tab,24191.0,5,4,Trekking,89.0,4830,0,Yes,15,No,3,1.0,6.0,0,6.601481,8.764566
1007661,No,244.0,Tab,3718.0,2,3,Hill Stations,71.0,6418,3,No,16,No,4,0.0,9.0,0,14.2379,1.1653134
1007662,No,346.0,Laptop,43723.0,7,3,Beach,101.0,5219,1,No,24,No,1,1.0,24.0,1,6.4542727,6.5098777
1007663,No,237.0,Tab,6732.0,2,4,Beach,41.0,2704,0,Yes,29,No,2,1.0,3.0,1,10.322116,9.42787
1007664,No,257.0,Laptop,19358.0,5,4,Beach,81.0,11888,6,No,18,No,2,2.0,12.0,6,7.820654,6.9029384
1007665,No,296.0,Tab,4101.0,10,1,Historical site,109.0,17074,1,Yes,21,No,4,0.0,21.0,3,7.640941,1.6760707
1007666,No,326.0,Laptop,6487.0,10,4,Beach,45.0,2459,0,No,30,No,1,0.0,9.0,1,14.047356,5.5685763
1007667,No,372.0,Tab,38196.0,1,2,Trekking,101.0,13967,7,Yes,19,No,4,0.0,25.0,3,8.889152,3.2716162
1007668,Yes,400.0,Tab,25315.0,8,4,Historical site,88.0,4948,2,No,22,No,1,0.0,11.0,1,13.787638,6.147005
1007669,No,212.0,Tab,42710.0,5,3,Beach,93.0,2488,1,Yes,19,No,2,0.0,4.0,1,16.229635,5.4497128
1007670,No,249.0,Tab,20583.0,8,2,Trekking,70.0,5234,1,Yes,20,No,4,0.0,13.0,0,13.465857,0.95952946
1007671,No,208.0,Tab,48205.0,2,3,Beach,80.0,4486,1,Yes,19,No,1,0.0,5.0,1,16.302877,5.171225
1007672,No,243.0,Tab,24197.0,7,3,Big Cities,85.0,7550,4,No,16,No,4,3.0,13.0,6,3.030401,11.153912
1007673,No,246.0,Tab,35635.0,2,4,Historical site,84.0,5067,7,No,24,No,3,0.0,10.0,4,11.28101,4.809955
1007674,Yes,219.0,Tab,40504.0,2,4,Historical site,91.0,3469,5,Yes,25,No,4,0.0,5.0,0,11.3105755,4.7320175
1007675,No,228.0,Tab,44631.0,28,2,Historical site,76.0,5785,1,No,21,No,4,2.0,11.0,6,4.4991107,11.331966
1007676,No,242.0,Laptop,27940.0,7,2,Beach,56.0,8949,1,No,36,Yes,1,1.0,10.0,1,9.514008,8.159409
1007677,No,301.0,Laptop,23528.0,7,2,Historical site,59.0,19279,1,No,23,No,1,1.0,21.0,3,4.755776,1.9735453
1007678,Yes,298.0,Tab,40681.0,3,2,Historical site,52.0,5246,4,Yes,24,No,1,0.0,12.0,1,12.966477,5.762704
1007679,No,258.0,Laptop,17784.0,10,3,Big Cities,52.0,4686,3,No,18,No,3,0.0,9.0,0,13.364005,3.5659287
1007680,No,362.0,Tab,51879.0,5,5,Beach,46.0,18310,4,No,16,No,2,1.0,21.0,3,6.119608,2.9500842
1007681,No,327.0,Laptop,19576.0,10,4,Beach,87.0,5261,1,No,19,No,2,1.0,9.0,1,8.52546,8.038366
1007682,No,208.0,Mobile,7359.0,1,1,Big Cities,81.0,6353,0,Yes,16,No,4,1.0,6.0,0,4.589433,8.277897
1007683,No,413.0,Laptop,32489.0,20,4,Beach,41.0,4876,3,No,16,No,4,0.0,20.0,4,10.400556,2.468896
1007684,No,331.0,Tab,35039.0,7,3,Beach,54.0,9997,8,No,20,No,1,1.0,10.0,4,7.022303,3.5623264
1007685,No,342.0,Tab,19224.0,8,4,Other,86.0,3708,9,No,19,No,1,2.0,12.0,4,5.902589,12.069311
1007686,No,311.0,Tab,39350.0,1,2,Historical site,60.0,7469,2,Yes,26,Yes,3,3.0,6.0,6,4.01811,12.46216
1007687,Yes,225.0,Tab,11136.0,8,4,Other,87.0,2127,1,Yes,21,No,4,0.0,7.0,0,14.371648,0.85249716
1007688,No,227.0,Tab,25842.0,9,5,Other,37.0,3988,0,No,25,No,3,0.0,4.0,2,14.65786,3.0614605
1007689,No,228.0,Tab,19959.0,5,3,Big Cities,34.0,6123,1,No,21,No,3,3.0,10.0,6,3.176531,12.239567
1007690,No,215.0,Tab,39561.0,8,4,Big Cities,66.0,6217,1,No,30,No,1,1.0,8.0,1,9.037586,10.802663
1007691,No,282.0,Tab,41732.0,5,2,Historical site,72.0,6351,7,No,23,No,3,2.0,8.0,6,4.8689127,12.040022
1007692,No,292.0,Tab,12016.0,15,2,Beach,102.0,11519,0,Yes,26,No,2,1.0,12.0,1,8.500257,7.689297
1007693,No,241.0,Tab,43127.0,7,4,Historical site,49.0,7148,1,Yes,25,No,3,0.0,11.0,2,11.956628,0.43280616
1007694,No,221.0,Tab,5043.0,10,1,Big Cities,50.0,8271,1,Yes,23,No,1,2.0,7.0,1,5.1333013,13.30937
1007695,No,273.0,Tab,45368.0,5,4,Trekking,68.0,8106,0,No,19,No,4,0.0,17.0,0,12.112121,0.9714841
1007696,No,180.0,Tab,45826.0,26,1,Beach,92.0,2907,1,No,21,No,3,2.0,4.0,6,3.647222,13.216328
1007697,No,316.0,Tab,16912.0,6,3,Historical site,99.0,6041,6,Yes,25,No,4,0.0,8.0,4,10.694399,3.0684536
1007698,No,365.0,Laptop,45820.0,4,1,Historical site,107.0,2980,3,No,26,No,1,0.0,5.0,1,16.836475,5.4484706
1007699,No,321.0,Tab,28359.0,23,5,Beach,47.0,15995,2,No,20,No,2,0.0,16.0,3,5.2695737,1.5436867
1007700,No,224.0,Mobile,26113.0,2,3,Beach,64.0,4653,1,No,23,No,1,1.0,4.0,1,9.645984,10.132322
1007701,No,319.0,Tab,19048.0,2,1,Trekking,60.0,2701,0,Yes,23,No,3,1.0,4.0,0,7.231487,7.913408
1007702,No,246.0,Tab,37173.0,2,3,Historical site,81.0,2377,1,No,18,No,3,1.0,8.0,0,6.513241,9.345473
1007703,No,370.0,Tab,18555.0,29,1,Historical site,96.0,12507,3,No,32,Yes,2,1.0,15.0,3,7.769382,6.149168
1007704,No,287.0,Tab,46174.0,6,3,Historical site,57.0,5985,4,Yes,21,No,1,2.0,13.0,6,5.16867,14.039769
1007705,No,235.0,Mobile,22441.0,25,2,Trekking,97.0,4745,7,Yes,15,No,2,1.0,4.0,4,8.244981,8.926296
1007706,No,199.0,Tab,32660.0,1,3,Beach,67.0,5299,1,No,25,No,2,1.0,8.0,1,8.441267,10.291656
1007707,No,318.0,Tab,46631.0,2,4,Other,108.0,6790,3,No,27,Yes,2,0.0,14.0,1,8.570879,3.926072
1007708,Yes,164.0,Laptop,26467.0,1,1,Trekking,107.0,2185,1,Yes,20,No,3,0.0,3.0,0,14.10912,2.5028074
1007709,No,274.0,Mobile,29585.0,1,5,Historical site,53.0,6657,4,No,27,No,2,0.0,7.0,1,13.250716,5.3406725
1007710,No,280.0,Laptop,18944.0,3,4,Historical site,55.0,9708,4,No,20,No,1,1.0,16.0,1,8.909012,7.270823
1007711,No,435.0,Tab,20764.0,1,4,Historical site,91.0,6763,2,No,23,No,3,0.0,15.0,0,12.798625,2.7701564
1007712,No,308.0,Tab,40995.0,10,4,Beach,58.0,2221,3,Yes,21,No,3,1.0,10.0,0,7.0462055,9.84606
1007713,No,164.0,Mobile,31336.0,9,2,Historical site,45.0,2615,1,No,29,Yes,3,0.0,3.0,2,14.825804,2.8170848
1007714,Yes,252.0,Tab,12260.0,5,3,Big Cities,41.0,2855,1,Yes,19,No,2,0.0,1.0,1,14.108893,4.3410134
1007715,No,281.0,Tab,32239.0,10,3,Historical site,105.0,3462,6,No,29,Yes,2,1.0,17.0,4,8.4572525,9.241874
1007716,No,348.0,Mobile,40045.0,7,4,Historical site,37.0,5265,2,No,20,No,3,0.0,7.0,2,11.008681,1.759296
1007717,Yes,312.0,Laptop,5016.0,4,3,Big Cities,60.0,9366,1,No,29,No,3,0.0,8.0,0,13.710425,3.971288
1007718,No,385.0,Tab,36620.0,10,3,Trekking,105.0,10501,6,No,24,No,4,0.0,20.0,4,9.056938,3.2858758
1007719,Yes,311.0,Tab,20131.0,22,2,Big Cities,75.0,6392,2,Yes,20,No,1,2.0,8.0,6,5.364909,13.356767
1007720,No,237.0,Tab,14287.0,9,4,Beach,53.0,2669,0,Yes,26,No,4,0.0,3.0,0,14.682789,1.4273157
1007721,Yes,164.0,Tab,5470.0,12,3,Beach,102.0,2721,1,No,21,No,4,0.0,1.0,0,14.789504,0.6900329
1007722,No,230.0,Tab,44916.0,23,3,Beach,59.0,2210,9,No,25,No,4,0.0,6.0,4,10.727887,4.8222036
1007723,No,270.0,Tab,26435.0,9,4,Beach,106.0,6549,9,No,28,No,3,0.0,10.0,4,11.152178,4.4103537
1007724,No,214.0,Tab,51427.0,1,2,Historical site,87.0,3823,1,No,16,No,2,1.0,5.0,1,8.29104,11.9082
1007725,No,218.0,Tab,10652.0,9,4,Beach,95.0,5257,1,No,28,No,4,0.0,7.0,0,14.4856,0.6795553
1007726,No,374.0,Tab,44141.0,7,3,Other,34.0,10975,8,No,35,Yes,3,0.0,26.0,3,6.8126,3.1148236
1007727,No,393.0,Tab,41242.0,14,2,Beach,90.0,4948,4,No,17,No,3,1.0,18.0,4,6.268019,6.7228193
1007728,No,278.0,Tab,11526.0,2,3,Beach,101.0,2554,4,No,16,No,2,1.0,6.0,1,8.9969635,8.741343
1007729,Yes,267.0,Mobile,47674.0,19,3,Big Cities,75.0,5307,8,Yes,23,No,2,0.0,9.0,4,11.796776,6.016811
1007730,No,418.0,Tab,45891.0,2,3,Beach,102.0,16666,2,Yes,24,No,3,0.0,30.0,3,6.6601186,2.3859088
1007731,No,185.0,Tab,47996.0,10,4,Big Cities,82.0,4267,1,Yes,20,No,4,1.0,5.0,0,4.88718,9.517246
1007732,No,236.0,Tab,7078.0,2,1,Trekking,76.0,2479,1,No,29,No,1,1.0,1.0,1,10.086323,9.364928
1007733,Yes,205.0,Laptop,20135.0,3,1,Trekking,84.0,3107,0,No,28,Yes,3,0.0,7.0,0,14.16252,2.6662233
1007734,No,170.0,Tab,8864.0,11,3,Historical site,50.0,2253,1,No,16,No,4,1.0,2.0,0,4.5884824,8.923972
1007735,No,278.0,Tab,5747.0,2,2,Historical site,65.0,7607,1,No,18,No,2,2.0,10.0,6,2.9480941,11.813481
1007736,Yes,236.0,Laptop,16246.0,4,3,Trekking,48.0,2294,9,Yes,29,Yes,3,0.0,3.0,4,12.055977,4.2858872
1007737,No,281.0,Tab,38751.0,14,3,Beach,107.0,3040,1,No,16,No,3,1.0,18.0,0,6.306089,8.249351
1007738,No,303.0,Tab,26577.0,2,2,Big Cities,52.0,5722,7,No,22,No,3,2.0,8.0,4,3.6668348,11.594194
1007739,No,321.0,Tab,7045.0,1,4,Beach,102.0,2579,3,No,24,No,2,1.0,8.0,1,8.90706,8.65223
1007740,No,284.0,Tab,45680.0,10,4,Beach,54.0,4202,2,Yes,18,No,4,0.0,18.0,0,12.016599,0.9677783
1007741,No,335.0,Tab,34382.0,12,3,Beach,68.0,14342,1,No,19,No,3,1.0,25.0,3,5.483372,2.287795
1007742,No,310.0,Tab,19437.0,2,3,Historical site,84.0,3452,6,No,29,Yes,2,1.0,20.0,4,8.3985815,8.041175
1007743,No,413.0,Tab,28747.0,5,2,Historical site,89.0,19413,4,No,23,No,3,1.0,24.0,3,4.8503428,2.4847264
1007744,No,263.0,Mobile,48343.0,4,4,Big Cities,78.0,6541,9,No,22,No,1,1.0,6.0,4,10.719739,6.378351
1007745,No,237.0,Tab,16805.0,7,2,Historical site,40.0,4315,1,No,18,No,2,1.0,13.0,1,10.02302,9.563685
1007746,No,332.0,Laptop,10958.0,21,3,Historical site,65.0,2265,7,No,24,Yes,1,1.0,8.0,4,9.310037,8.582146
1007747,No,333.0,Tab,51560.0,8,4,Other,82.0,4525,4,Yes,22,No,4,0.0,8.0,0,11.658152,2.2265737
1007748,No,197.0,Tab,31195.0,4,2,Beach,105.0,4499,1,Yes,17,No,2,0.0,5.0,1,16.101732,5.730514
1007749,No,285.0,Mobile,37214.0,25,5,Historical site,77.0,4454,3,Yes,26,No,1,2.0,15.0,6,5.2457223,13.955791
1007750,No,241.0,Tab,11518.0,1,2,Beach,103.0,2230,1,No,22,No,3,1.0,4.0,0,6.680386,8.545192
1007751,No,303.0,Laptop,42633.0,1,1,Beach,62.0,19203,1,Yes,18,No,3,1.0,21.0,3,5.337146,2.0001469
1007752,No,429.0,Laptop,31715.0,6,3,Beach,95.0,13220,9,No,23,No,4,3.0,36.0,3,3.3196855,-1.7497456
1007753,No,235.0,Tab,37881.0,12,3,Trekking,89.0,6580,0,No,15,No,2,0.0,6.0,1,16.129583,5.473577
1007754,No,320.0,Tab,22586.0,1,3,Big Cities,57.0,8404,1,No,19,No,3,1.0,10.0,0,7.383109,7.719239
1007755,No,222.0,Tab,45506.0,17,2,Historical site,88.0,4569,1,No,15,No,4,1.0,10.0,0,4.836592,9.272095
1007756,Yes,195.0,Tab,24091.0,3,3,Historical site,96.0,4041,5,No,25,No,3,1.0,6.0,0,7.5567737,8.897248
1007757,No,396.0,Tab,11170.0,3,3,Historical site,45.0,7981,2,Yes,17,No,3,0.0,28.0,3,7.503846,5.081446
1007758,No,349.0,Tab,6724.0,10,2,Beach,72.0,2665,3,No,32,Yes,4,2.0,8.0,6,3.1383755,10.224391
1007759,No,396.0,Tab,52153.0,4,2,Beach,34.0,16567,2,No,17,No,4,0.0,31.0,3,5.8779454,1.9088938
1007760,No,326.0,Laptop,18630.0,29,2,Beach,102.0,4568,2,No,23,No,2,1.0,19.0,1,8.452389,7.9237013
1007761,No,228.0,Tab,11103.0,2,3,Beach,49.0,6097,2,No,27,Yes,3,0.0,11.0,0,13.69347,3.63684
1007762,No,459.0,Tab,14782.0,7,3,Beach,52.0,19575,5,No,21,No,4,0.0,33.0,3,6.1950436,1.1905342
1007763,No,357.0,Tab,51982.0,18,3,Historical site,94.0,4816,2,No,17,No,3,1.0,19.0,0,6.3722725,6.659448
1007764,No,320.0,Laptop,47884.0,28,4,Trekking,92.0,4529,0,No,18,No,4,3.0,7.0,6,4.6126947,11.460801
1007765,Yes,192.0,Tab,50688.0,1,1,Trekking,72.0,3209,1,Yes,26,No,2,0.0,6.0,1,15.902,4.964905
1007766,Yes,259.0,Laptop,10367.0,6,2,Big Cities,41.0,2363,0,No,22,No,4,1.0,3.0,0,4.3342075,8.764202
1007767,No,296.0,Laptop,52156.0,2,2,Beach,49.0,1712,1,Yes,29,Yes,3,1.0,1.0,2,6.778782,9.933035
1007768,No,310.0,Tab,48933.0,2,4,Beach,90.0,18052,0,No,23,No,4,0.0,21.0,3,5.728489,1.7428899
1007769,No,203.0,Tab,47225.0,23,3,Beach,96.0,2898,1,No,26,Yes,2,2.0,3.0,6,3.8424094,13.5964575
1007770,No,228.0,Mobile,49008.0,3,3,Beach,57.0,2104,4,No,21,No,3,1.0,9.0,0,7.06658,10.1140785
1007771,No,226.0,Tab,34522.0,3,4,Historical site,104.0,11943,1,No,25,No,3,0.0,10.0,0,12.616084,2.0473557
1007772,Yes,228.0,Tab,14283.0,25,5,Trekking,76.0,2550,5,No,28,No,2,0.0,6.0,1,14.032335,5.313086
1007773,Yes,148.0,Tab,17121.0,2,2,Trekking,55.0,2569,1,No,24,No,3,0.0,1.0,2,15.047371,2.7927852
1007774,No,230.0,Mobile,48933.0,22,4,Other,73.0,8422,0,No,15,No,3,0.0,10.0,0,12.628971,0.777424
1007775,No,435.0,Tab,7353.0,29,3,Big Cities,62.0,14127,3,No,15,No,3,1.0,32.0,3,4.6526284,1.684624
1007776,No,378.0,Tab,38474.0,29,4,Beach,91.0,17058,0,No,24,No,2,1.0,28.0,3,5.110796,3.092933
1007777,No,229.0,Mobile,39064.0,2,3,Historical site,61.0,2575,0,No,19,No,3,0.0,12.0,0,12.68186,0.4736193
1007778,No,455.0,Laptop,52469.0,28,3,Big Cities,84.0,10269,4,No,30,No,4,0.0,22.0,3,9.100095,3.4213364
1007779,No,362.0,Tab,34409.0,2,2,Historical site,70.0,5077,5,No,24,No,3,3.0,20.0,6,4.6878114,12.359011
1007780,No,355.0,Tab,35320.0,2,3,Beach,56.0,17868,6,No,18,No,3,0.0,26.0,3,6.3015356,1.4889833
1007781,No,266.0,Tab,5047.0,22,3,Beach,53.0,4233,0,No,27,No,3,0.0,6.0,0,13.910218,3.4753175
1007782,No,408.0,Tab,19190.0,8,4,Beach,51.0,3783,7,No,15,No,3,0.0,19.0,4,10.694415,3.857604
1007783,No,259.0,Tab,45611.0,2,4,Beach,67.0,2771,3,No,23,No,3,1.0,14.0,0,6.884221,10.038432
1007784,No,353.0,Tab,39381.0,10,3,Big Cities,99.0,9081,2,Yes,26,No,3,1.0,15.0,0,6.6407433,6.7812524
1007785,No,241.0,Tab,44599.0,9,1,Beach,44.0,10654,1,No,28,Yes,4,1.0,13.0,0,5.773271,10.358882
1007786,Yes,255.0,Tab,44706.0,15,1,Historical site,66.0,13617,7,Yes,22,No,4,0.0,15.0,4,10.721053,5.5520973
1007787,Yes,253.0,Tab,20555.0,10,1,Historical site,49.0,3413,7,No,18,No,1,3.0,8.0,6,4.801475,13.065602
1007788,No,234.0,Tab,14467.0,7,1,Big Cities,69.0,2994,0,No,22,No,1,0.0,4.0,1,14.793956,5.9597983
1007789,No,274.0,Tab,44666.0,16,3,Beach,76.0,7637,4,Yes,16,No,3,0.0,10.0,0,12.12862,2.507595
1007790,Yes,241.0,Laptop,18702.0,20,3,Beach,69.0,9835,3,No,17,No,1,0.0,12.0,1,14.379846,6.2054486
1007791,Yes,259.0,Laptop,34588.0,23,3,Hill Stations,48.0,9958,9,Yes,26,No,3,3.0,11.0,6,4.5423145,12.806175
1007792,No,326.0,Laptop,51596.0,5,2,Other,101.0,2100,4,No,23,No,4,1.0,8.0,0,5.8147755,7.092105
1007793,No,273.0,Mobile,22235.0,10,4,Historical site,40.0,9988,1,No,17,No,4,0.0,10.0,0,11.736365,0.7197633
1007794,Yes,177.0,Laptop,47892.0,4,1,Trekking,103.0,3902,5,No,27,No,3,0.0,4.0,0,11.344278,4.717856
1007795,No,369.0,Tab,5714.0,2,5,Big Cities,47.0,4061,2,No,21,No,1,1.0,14.0,1,10.070729,8.355303
1007796,No,423.0,Tab,39106.0,18,5,Beach,87.0,16846,3,No,31,Yes,4,0.0,37.0,3,6.447901,2.228457
1007797,No,320.0,Mobile,9357.0,10,2,Beach,62.0,6240,7,No,22,No,4,0.0,16.0,4,11.234664,3.678897
1007798,No,275.0,Tab,21668.0,1,3,Big Cities,93.0,4723,9,No,21,No,3,0.0,15.0,4,11.209599,4.360995
1007799,No,306.0,Tab,10577.0,6,3,Beach,84.0,13243,7,No,23,No,3,0.0,22.0,3,7.934517,2.4781027
1007800,No,304.0,Laptop,15512.0,8,1,Beach,52.0,3762,1,No,19,No,1,1.0,8.0,1,9.97747,8.792922
1007801,No,241.0,Tab,28989.0,2,1,Beach,81.0,6588,4,Yes,23,No,3,0.0,10.0,0,12.296805,2.7082636
1007802,No,320.0,Tab,11177.0,24,3,Historical site,59.0,7418,1,Yes,27,Yes,4,1.0,10.0,0,4.626813,7.8597703
1007803,No,350.0,Tab,19645.0,2,3,Other,67.0,4817,0,No,24,No,2,1.0,9.0,1,8.674314,8.031104
1007804,Yes,201.0,Laptop,14916.0,17,4,Beach,70.0,2749,0,Yes,14,No,2,1.0,8.0,1,10.237781,9.39729
1007805,No,223.0,Tab,8127.0,19,3,Trekking,45.0,4271,4,No,23,No,2,2.0,8.0,6,3.6698709,11.504093
1007806,No,258.0,Tab,32273.0,1,5,Historical site,99.0,16188,4,No,24,No,3,1.0,10.0,0,7.2456493,6.7764125
1007807,No,245.0,Tab,24083.0,7,3,Beach,55.0,11569,9,No,29,Yes,3,1.0,10.0,4,11.127794,4.289095
1007808,Yes,143.0,Laptop,45722.0,5,3,Big Cities,73.0,1885,1,Yes,23,No,4,0.0,0.0,0,13.679887,1.9714917
1007809,No,312.0,Mobile,38294.0,28,3,Other,70.0,10940,3,No,22,No,3,1.0,20.0,3,6.8259673,6.0456944
1007810,No,316.0,Mobile,17819.0,2,4,Other,66.0,6820,2,Yes,22,No,1,0.0,10.0,1,14.222941,6.115401
1007811,No,206.0,Tab,27137.0,29,2,Historical site,54.0,4318,5,No,15,No,1,2.0,8.0,6,4.716396,13.669914
1007812,No,274.0,Tab,6836.0,1,3,Historical site,92.0,4871,1,No,19,No,4,0.0,5.0,0,14.20666,0.79633605
1007813,No,260.0,Tab,9041.0,21,4,Beach,80.0,5347,1,No,21,No,4,0.0,10.0,0,14.104634,0.9228064
1007814,Yes,203.0,Tab,16490.0,24,3,Trekking,78.0,2348,1,Yes,23,No,2,0.0,1.0,1,15.377634,6.020117
1007815,No,287.0,Tab,27977.0,1,3,Trekking,69.0,7500,4,No,26,No,4,0.0,12.0,0,11.903786,2.9451208
1007816,No,350.0,Laptop,36200.0,18,1,Historical site,94.0,10531,5,No,19,No,4,0.0,28.0,3,8.987172,3.211092
1007817,No,312.0,Tab,44666.0,2,5,Beach,95.0,16602,7,No,21,No,2,1.0,22.0,3,5.9146047,3.7676892
1007818,No,285.0,Mobile,4980.0,9,4,Historical site,74.0,8845,1,No,17,No,4,1.0,9.0,0,4.6534038,7.6464806
1007819,No,399.0,Tab,33471.0,6,2,Trekking,81.0,5581,3,Yes,23,No,2,2.0,18.0,6,3.5401783,10.645739
1007820,Yes,245.0,Mobile,51596.0,11,4,Other,71.0,4717,8,No,18,No,4,0.0,6.0,4,10.706044,4.826853
1007821,No,192.0,Laptop,18733.0,24,3,Historical site,42.0,2411,0,No,18,No,3,2.0,3.0,6,2.9722035,12.466929
1007822,No,294.0,Tab,52333.0,10,3,Historical site,81.0,9827,3,No,25,No,3,1.0,18.0,0,6.1313243,6.1093144
1007823,No,281.0,Tab,15619.0,1,4,Beach,70.0,6456,6,No,23,No,2,1.0,8.0,4,8.565087,8.737159
1007824,No,373.0,Tab,43585.0,18,4,Beach,63.0,19514,1,Yes,27,No,3,1.0,31.0,3,5.425864,2.478191
1007825,No,189.0,Tab,24195.0,23,3,Historical site,92.0,2737,1,Yes,23,No,2,2.0,6.0,6,2.5660553,12.595267
1007826,No,203.0,Tab,24611.0,28,2,Big Cities,74.0,6280,1,No,25,Yes,4,2.0,6.0,6,2.4406893,12.157718
1007827,No,190.0,Tab,28809.0,17,2,Other,100.0,2139,1,No,24,Yes,4,1.0,1.0,0,5.616886,8.87105
1007828,No,380.0,Laptop,43621.0,3,3,Historical site,107.0,18205,1,No,21,No,3,1.0,32.0,3,5.038938,3.228873
1007829,No,198.0,Tab,21777.0,13,1,Historical site,52.0,2105,1,No,14,No,3,0.0,7.0,0,14.778676,2.8974078
1007830,Yes,190.0,Laptop,45056.0,7,3,Beach,67.0,2892,1,Yes,23,No,4,1.0,6.0,0,4.833719,9.567519
1007831,Yes,231.0,Laptop,15687.0,12,4,Beach,85.0,2043,1,No,22,No,3,1.0,1.0,0,6.6605864,8.636554
1007832,No,264.0,Tab,8893.0,1,2,Beach,92.0,3629,1,Yes,17,No,4,1.0,6.0,0,4.6004686,8.248443
1007833,Yes,244.0,Tab,47785.0,13,4,Historical site,52.0,4236,2,No,26,No,3,0.0,9.0,0,12.350736,0.45361874
1007834,No,268.0,Tab,18842.0,25,2,Other,64.0,3684,4,No,23,No,4,0.0,9.0,0,12.44399,3.2803838
1007835,No,238.0,Tab,18378.0,6,4,Historical site,74.0,5472,4,No,28,Yes,4,2.0,13.0,6,3.1995604,11.309385
1007836,No,215.0,Tab,27938.0,6,4,Historical site,71.0,2191,0,No,16,No,3,2.0,6.0,6,2.960502,12.522674
1007837,No,286.0,Tab,19538.0,2,3,Big Cities,80.0,9605,4,Yes,23,No,3,1.0,17.0,4,7.2574325,6.832517
1007838,No,156.0,Tab,33573.0,1,3,Beach,95.0,2842,1,No,21,No,4,0.0,1.0,0,13.750878,2.0616486
